sample_in_window,time_seconds_in_window,absolute_time_seconds_in_recording,Fpz,Fp1,Fp2,AF3,AF4,AF7,AF8,Fz,F1,F2,F3,F4,F5,F6,F7,F8,FCz,FC1,FC2,FC3,FC4,FC5,FC6,FT7,FT8,Cz,C1,C2,C3,C4,C5,C6,T7,T8,CP1,CP2,CP3,CP4,CP5,CP6,TP7,TP8,Pz,P3,P4,P5,P6,P7,P8,POz,PO3,PO4,PO5,PO6,PO7,PO8,Oz,O1,O2
2082,8.328,314.328,-17373.672,-29559.018,-19170.807,-9156.153,-22300.574,-20342.59,-18347.777,6710.6523,-13071.369,3528.2717,-866.4802,-26429.25,-16496.525,-12043.1455,-23593.37,-18110.264,559.3526,-6275.1743,-7954.305,-1238.5347,-19927.693,9304.511,-30155.057,1807.0503,-32978.16,-15647.188,-134.39738,9306.014,-988.2435,-20773.271,7326.985,-6502.1655,-3052.9578,-25470.176,2890.8938,-5107.901,-960.4334,-3201.0278,-5200.3506,2315.9004,-29292.19,-34481.41,-24642.637,-6950.8857,-1603.8245,-29380.13,-1579.7725,-29956.627,-36137.992,-32807.54,-33806.45,-36230.44,-33788.41,-29551.5,-29587.578,-32671.496,-32179.934,-30233.225,-33883.867
2083,8.332,314.332,-17381.188,-29562.023,-19175.316,-9159.912,-22306.586,-20346.348,-18353.04,6707.646,-13072.12,3524.5137,-872.4932,-26430.754,-16498.78,-12049.158,-23592.617,-18115.525,555.5945,-6277.429,-7958.815,-1239.2863,-19932.203,9302.256,-30160.316,1805.547,-32978.91,-15646.437,-134.39738,9302.256,-988.2435,-20778.533,7326.985,-6507.427,-3052.9578,-25470.928,2893.1487,-5108.6523,-958.9301,-3203.2827,-5195.0894,2311.3906,-29288.432,-34485.918,-24640.383,-6946.376,-1604.576,-29372.613,-1583.5306,-29952.117,-36145.508,-32801.527,-33798.184,-36226.684,-33776.387,-29549.998,-29579.31,-32669.994,-32171.666,-30225.709,-33877.1
2084,8.336,314.336,-17378.932,-29554.508,-19172.31,-9159.16,-22299.822,-20347.1,-18353.791,6705.391,-13073.624,3521.507,-871.74164,-26433.008,-16498.78,-12052.917,-23592.617,-18120.035,554.84283,-6277.429,-7961.07,-1238.5347,-19933.705,9302.256,-30160.316,1804.7954,-32983.42,-15645.685,-133.64575,9300.753,-987.4919,-20780.035,7328.4883,-6508.93,-3051.4543,-25472.432,2893.9001,-5110.156,-957.4269,-3203.2827,-5195.0894,2310.6392,-29289.184,-34490.43,-24640.383,-6946.376,-1603.8245,-29371.863,-1584.2822,-29952.87,-36148.516,-32804.535,-33798.934,-36224.43,-33771.125,-29551.5,-29582.318,-32669.242,-32172.418,-30226.46,-33877.855
2085,8.34,314.34,-17381.188,-29558.266,-19178.322,-9159.912,-22309.594,-20347.1,-18362.059,6705.391,-13073.624,3523.762,-869.48676,-26434.512,-16498.027,-12052.917,-23591.865,-18119.283,556.34607,-6276.6777,-7959.5664,-1239.2863,-19934.457,9303.008,-30159.566,1806.2987,-32984.17,-15647.188,-134.39738,9300.753,-985.98865,-20777.781,7330.743,-6509.6816,-3048.448,-25473.936,2893.9001,-5109.404,-957.4269,-3205.5376,-5194.3374,2309.1357,-29289.936,-34491.934,-24640.383,-6945.624,-1605.3278,-29368.855,-1587.2887,-29949.111,-36152.273,-32804.535,-33799.688,-36223.676,-33770.37,-29553.756,-29580.062,-32671.496,-32173.17,-30226.46,-33880.11
2086,8.344,314.344,-17382.69,-29568.037,-19183.584,-9161.415,-22308.842,-20353.865,-18354.541,6703.8877,-13075.879,3523.762,-871.74164,-26442.027,-16499.531,-12052.165,-23597.127,-18118.531,555.5945,-6278.181,-7958.063,-1240.038,-19934.457,9302.256,-30154.305,1802.5405,-32988.684,-15647.939,-135.90063,9302.256,-987.4919,-20780.035,7328.4883,-6508.93,-3052.206,-25475.438,2891.6453,-5108.6523,-956.67523,-3206.2893,-5195.0894,2308.3843,-29293.693,-34495.69,-24641.885,-6947.1274,-1606.0793,-29371.863,-1587.2887,-29952.117,-36148.516,-32801.527,-33800.438,-36222.926,-33779.39,-29553.756,-29583.82,-32671.496,-32171.666,-30227.963,-33878.605
2087,8.348,314.348,-17383.441,-29566.533,-19183.584,-9162.918,-22312.6,-20352.361,-18355.293,6703.8877,-13075.127,3522.2588,-871.74164,-26442.78,-16499.531,-12053.668,-23597.127,-18120.035,555.5945,-6278.9326,-7959.5664,-1239.2863,-19935.209,9303.008,-30161.068,1805.547,-32983.42,-15647.939,-135.149,9302.256,-985.98865,-20780.035,7328.4883,-6507.427,-3050.703,-25470.928,2894.6519,-5108.6523,-956.67523,-3206.2893,-5197.344,2309.8875,-29296.7,-34493.438,-24641.135,-6946.376,-1606.8309,-29373.365,-1586.5371,-29952.87,-36151.52,-32802.28,-33800.438,-36223.676,-33778.64,-29553.004,-29583.068,-32671.496,-32172.418,-30228.715,-33880.11
2088,8.352,314.352,-17385.697,-29567.285,-19185.088,-9165.173,-22312.6,-20350.857,-18359.803,6701.633,-13076.63,3520.004,-872.4932,-26439.773,-16501.033,-12055.923,-23598.63,-18123.041,554.84283,-6279.684,-7960.318,-1240.038,-19934.457,9301.504,-30159.566,1804.7954,-32991.688,-15647.939,-133.64575,9300.753,-986.74023,-20780.787,7329.2397,-6510.433,-3050.703,-25473.184,2893.9001,-5107.149,-955.92365,-3206.2893,-5195.0894,2305.3777,-29295.197,-34497.195,-24641.885,-6946.376,-1607.5826,-29369.607,-1590.2952,-29951.365,-36156.03,-32801.527,-33800.438,-36224.43,-33777.137,-29554.508,-29580.814,-32671.496,-32172.418,-30226.46,-33882.363
2089,8.356,314.356,-17387.2,-29565.781,-19181.33,-9164.422,-22312.6,-20349.355,-18361.307,6702.385,-13074.375,3519.2522,-870.99,-26439.021,-16497.275,-12058.93,-23597.879,-18123.793,554.84283,-6278.181,-7961.8213,-1237.7831,-19936.713,9303.008,-30166.33,1804.0438,-32990.938,-15646.437,-132.89413,9300.753,-985.98865,-20780.787,7329.9917,-6511.9365,-3050.703,-25475.438,2894.6519,-5108.6523,-955.92365,-3208.5442,-5193.586,2304.6262,-29293.693,-34500.2,-24640.383,-6945.624,-1609.0858,-29367.354,-1592.55,-29948.36,-36156.03,-32802.28,-33801.188,-36225.934,-33771.125,-29557.514,-29578.559,-32673.752,-32174.672,-30225.709,-33884.62
2090,8.36,314.36,-17387.2,-29568.79,-19183.584,-9165.925,-22316.357,-20349.355,-18363.56,6702.385,-13075.879,3519.2522,-871.74164,-26444.283,-16496.525,-12061.185,-23600.133,-18126.799,554.0912,-6278.9326,-7963.3247,-1237.0314,-19937.465,9303.759,-30164.076,1804.7954,-32993.19,-15647.939,-132.89413,9300.001,-985.98865,-20780.035,7331.4946,-6514.1914,-3051.4543,-25473.936,2894.6519,-5110.156,-956.67523,-3210.799,-5195.841,2303.1228,-29292.19,-34503.207,-24641.135,-6945.624,-1609.8375,-29370.36,-1594.0533,-29948.36,-36157.535,-32805.285,-33800.438,-36229.69,-33774.883,-29560.52,-29580.062,-32676.006,-32177.68,-30227.963,-33887.625
2091,8.364,314.364,-17387.951,-29572.547,-19188.846,-9166.677,-22318.613,-20352.361,-18365.064,6702.385,-13077.382,3519.2522,-872.4932,-26444.283,-16497.275,-12059.682,-23598.63,-18126.799,554.0912,-6278.181,-7961.8213,-1237.0314,-19938.215,9304.511,-30163.324,1805.547,-32996.95,-15649.443,-132.89413,9301.504,-985.237,-20777.781,7329.9917,-6508.93,-3050.703,-25461.908,2895.4033,-5110.156,-954.4204,-3211.5505,-5195.0894,2306.1294,-29290.688,-34500.953,-24639.63,-6944.121,-1609.0858,-29369.607,-1591.7985,-29945.352,-36156.03,-32800.777,-33797.43,-36225.18,-33774.883,-29556.762,-29573.299,-32676.006,-32170.162,-30219.695,-33881.613
2092,8.368,314.368,-17382.69,-29565.781,-19185.84,-9162.918,-22314.104,-20346.348,-18361.307,6705.391,-13072.872,3523.0105,-870.23834,-26439.021,-16493.518,-12058.178,-23599.38,-18125.297,557.0977,-6275.1743,-7960.318,-1234.7765,-19935.96,9306.014,-30163.324,1801.789,-32994.695,-15648.691,-131.39088,9301.504,-982.9821,-20782.291,7331.4946,-6515.6943,-3047.6963,-25487.465,2895.4033,-5108.6523,-954.4204,-3212.3022,-5193.586,2303.1228,-29288.432,-34499.45,-24640.383,-6944.121,-1608.3342,-29365.85,-1594.0533,-29944.602,-36155.277,-32805.285,-33799.688,-36228.938,-33777.89,-29558.266,-29572.547,-32679.014,-32176.176,-30224.205,-33886.12
2093,8.372,314.372,-17383.441,-29559.77,-19182.832,-9159.912,-22314.854,-20347.1,-18361.307,6706.1426,-13071.369,3524.5137,-870.23834,-26435.264,-16495.773,-12057.427,-23599.38,-18125.297,557.0977,-6275.1743,-7959.5664,-1235.5282,-19932.955,9303.008,-30160.316,1795.7759,-32991.688,-15647.939,-131.39088,9303.008,-985.237,-20776.277,7329.2397,-6510.433,-3052.206,-25480.7,2895.4033,-5107.901,-957.4269,-3210.0474,-5195.841,2307.6326,-29292.941,-34497.195,-24641.885,-6947.879,-1607.5826,-29371.863,-1591.0469,-29952.117,-36154.527,-32805.285,-33806.45,-36227.434,-33780.145,-29556.762,-29585.324,-32676.006,-32175.424,-30232.473,-33886.12
2094,8.376,314.376,-17379.684,-29555.26,-19180.578,-9157.657,-22312.6,-20347.1,-18365.064,6708.3975,-13069.114,3525.2654,-868.7351,-26433.76,-16494.27,-12058.93,-23590.361,-18127.55,558.60095,-6272.9194,-7957.3115,-1233.2733,-19933.705,9303.759,-30161.82,1806.2987,-32990.938,-15644.934,-129.136,9303.759,-984.4854,-20774.023,7329.2397,-6511.9365,-3052.206,-25479.195,2896.9067,-5107.149,-956.67523,-3210.799,-5196.5923,2305.3777,-29293.693,-34496.44,-24641.885,-6948.631,-1609.0858,-29374.117,-1591.7985,-29952.87,-36156.78,-32806.04,-33807.203,-36227.434,-33780.145,-29558.266,-29588.33,-32674.504,-32179.934,-30233.977,-33887.625
2095,8.38,314.38,-17393.965,-29568.79,-19198.617,-9165.173,-22323.873,-20356.12,-18376.338,6704.6396,-13072.872,3520.004,-870.23834,-26445.785,-16500.283,-12067.949,-23600.133,-18138.826,557.0977,-6275.1743,-7961.07,-1239.2863,-19938.215,9300.001,-30170.088,1801.789,-33000.707,-15645.685,-130.63925,9302.256,-986.74023,-20778.533,7325.482,-6514.943,-3056.7158,-25483.705,2896.155,-5107.149,-958.1785,-3215.3086,-5199.599,2302.3713,-29298.955,-34501.703,-24641.885,-6949.3823,-1609.8375,-29376.373,-1594.0533,-29956.627,-36161.293,-32808.293,-33809.457,-36228.938,-33782.4,-29559.77,-29590.586,-32672.248,-32179.182,-30234.729,-33890.633
2096,8.384,314.384,-17401.48,-29583.82,-19203.127,-9170.435,-22324.625,-20363.635,-18376.338,6702.385,-13077.382,3520.004,-873.9965,-26445.035,-16505.543,-12065.694,-23609.152,-18136.57,557.84937,-6275.9263,-7958.815,-1241.5411,-19938.967,9296.994,-30168.586,1795.7759,-32999.957,-15646.437,-130.63925,9303.008,-988.2435,-20779.285,7321.7236,-6513.44,-3060.4739,-25483.705,2894.6519,-5108.6523,-960.4334,-3215.3086,-5205.612,2303.1228,-29306.47,-34500.953,-24643.389,-6953.1406,-1609.8375,-29383.137,-1594.0533,-29961.889,-36160.54,-32809.043,-33812.465,-36228.188,-33786.156,-29560.52,-29593.592,-32673.0,-32182.941,-30239.99,-33892.137
2097,8.388,314.388,-17387.2,-29571.043,-19185.088,-9163.67,-22314.854,-20355.367,-18356.045,6706.1426,-13074.375,3524.5137,-871.74164,-26433.008,-16501.033,-12052.917,-23603.14,-18120.787,558.60095,-6275.9263,-7956.56,-1240.7896,-19933.705,9300.001,-30158.814,1799.534,-32988.684,-15646.437,-132.1425,9305.263,-988.2435,-20777.03,7324.73,-6505.9233,-3056.7158,-25476.19,2893.9001,-5107.149,-961.185,-3213.054,-5203.357,2309.8875,-29305.719,-34493.438,-24644.893,-6954.6436,-1606.0793,-29385.393,-1588.792,-29960.385,-36153.777,-32808.293,-33815.47,-36226.684,-33792.168,-29557.514,-29596.598,-32673.752,-32185.947,-30241.492,-33891.383
2098,8.392,314.392,-17378.182,-29556.762,-19172.31,-9159.912,-22310.344,-20347.1,-18351.535,6706.1426,-13072.12,3523.762,-869.48676,-26427.746,-16498.78,-12051.413,-23601.637,-18117.027,557.0977,-6276.6777,-7955.808,-1238.5347,-19931.451,9301.504,-30155.057,1803.2921,-32988.684,-15645.685,-132.89413,9303.759,-988.2435,-20772.52,7326.2334,-6505.9233,-3055.2126,-25473.184,2893.9001,-5105.646,-960.4334,-3212.3022,-5201.102,2309.8875,-29298.955,-34493.438,-24642.637,-6950.8857,-1603.8245,-29378.627,-1587.2887,-29955.123,-36151.52,-32801.527,-33804.95,-36220.67,-33779.39,-29551.5,-29587.578,-32666.236,-32176.928,-30230.219,-33879.36
2099,8.396,314.396,-17378.182,-29555.26,-19172.31,-9158.408,-22310.344,-20345.596,-18351.535,6706.8945,-13069.865,3523.762,-867.9835,-26427.746,-16498.78,-12049.91,-23597.879,-18117.78,557.84937,-6276.6777,-7956.56,-1239.2863,-19931.451,9300.753,-30152.8,1802.5405,-32989.434,-15644.934,-132.89413,9304.511,-988.2435,-20772.52,7325.482,-6505.9233,-3056.7158,-25473.184,2893.1487,-5106.3975,-961.185,-3213.054,-5201.854,2310.6392,-29300.459,-34491.934,-24642.637,-6951.637,-1605.3278,-29379.379,-1588.792,-29956.627,-36152.273,-32806.04,-33807.953,-36221.42,-33779.39,-29555.26,-29592.84,-32666.986,-32184.443,-30238.486,-33885.37
2100,8.4,314.4,-17380.436,-29560.52,-19178.322,-9161.415,-22313.352,-20348.604,-18356.045,6704.6396,-13073.624,3521.507,-870.23834,-26433.008,-16499.531,-12055.172,-23599.38,-18123.041,555.5945,-6278.181,-7958.815,-1240.038,-19935.96,9299.249,-30158.062,1799.534,-32994.695,-15646.437,-132.89413,9303.008,-989.74677,-20774.775,7323.227,-6509.6816,-3057.4675,-25476.19,2893.1487,-5107.901,-962.68823,-3216.0603,-5204.109,2306.8809,-29300.459,-34494.938,-24644.14,-6953.1406,-1606.0793,-29382.385,-1589.5436,-29954.371,-36155.277,-32804.535,-33807.953,-36223.676,-33780.145,-29557.514,-29590.586,-32668.49,-32180.686,-30236.982,-33887.625
2101,8.404,314.404,-17387.2,-29572.547,-19187.342,-9164.422,-22315.605,-20355.367,-18359.05,6704.6396,-13077.382,3522.2588,-873.9965,-26436.016,-16502.537,-12057.427,-23606.898,-18124.545,557.0977,-6278.181,-7958.063,-1241.5411,-19937.465,9296.994,-30159.566,1796.5275,-32995.445,-15647.188,-132.89413,9303.759,-990.4984,-20778.533,7321.7236,-6509.6816,-3060.4739,-25475.438,2893.1487,-5107.901,-961.93665,-3217.5635,-5206.364,2306.8809,-29306.47,-34493.438,-24643.389,-6953.892,-1604.576,-29388.398,-1588.792,-29959.633,-36152.273,-32805.285,-33808.707,-36223.676,-33783.902,-29556.762,-29594.344,-32669.994,-32179.182,-30238.486,-33889.883
2102,8.408,314.408,-17386.45,-29570.291,-19187.342,-9166.677,-22316.357,-20354.615,-18359.803,6703.8877,-13077.382,3521.507,-873.9965,-26436.016,-16503.29,-12058.93,-23606.898,-18126.799,555.5945,-6278.181,-7958.815,-1243.796,-19938.215,9295.491,-30161.068,1795.7759,-32997.703,-15647.188,-132.89413,9303.008,-990.4984,-20779.285,7321.7236,-6509.6816,-3061.9773,-25479.195,2892.397,-5108.6523,-962.68823,-3219.067,-5206.364,2307.6326,-29305.719,-34492.684,-24644.893,-6954.6436,-1605.3278,-29388.398,-1589.5436,-29961.137,-36152.273,-32803.78,-33808.707,-36222.926,-33785.406,-29556.01,-29594.344,-32669.242,-32177.68,-30237.734,-33889.13
2103,8.412,314.412,-17387.951,-29571.043,-19185.088,-9167.428,-22319.363,-20356.871,-18364.312,6701.633,-13078.885,3518.5007,-877.003,-26433.76,-16504.041,-12060.433,-23606.146,-18128.303,554.0912,-6280.436,-7960.318,-1244.5477,-19940.47,9293.236,-30167.082,1794.2727,-32999.957,-15646.437,-133.64575,9300.753,-991.25,-20782.291,7318.7173,-6513.44,-3065.7354,-25475.438,2893.1487,-5110.156,-962.68823,-3219.8184,-5207.115,2302.3713,-29307.223,-34500.2,-24644.893,-6953.892,-1608.3342,-29387.646,-1593.3018,-29959.633,-36156.78,-32806.04,-33810.207,-36225.934,-33783.15,-29560.52,-29595.848,-32678.262,-32179.934,-30240.74,-33892.137
2104,8.416,314.416,-17389.455,-29568.037,-19183.584,-9167.428,-22320.115,-20357.623,-18365.816,6700.8813,-13078.134,3517.749,-877.003,-26433.008,-16503.29,-12061.937,-23603.89,-18127.55,553.3396,-6279.684,-7960.318,-1243.796,-19936.713,9292.484,-30165.578,1792.0178,-32996.95,-15645.685,-132.89413,9300.753,-992.00165,-20777.781,7318.7173,-6511.185,-3064.9836,-25474.686,2893.9001,-5110.156,-964.1915,-3219.8184,-5206.364,2304.6262,-29306.47,-34495.69,-24644.14,-6953.892,-1605.3278,-29388.398,-1591.7985,-29961.137,-36156.78,-32805.285,-33808.707,-36223.676,-33776.387,-29558.266,-29595.096,-32673.752,-32180.686,-30237.734,-33888.38
2105,8.42,314.42,-17390.207,-29568.037,-19184.336,-9168.18,-22319.363,-20356.871,-18362.809,6700.8813,-13079.637,3518.5007,-877.003,-26434.512,-16504.041,-12061.185,-23601.637,-18127.55,553.3396,-6280.436,-7960.318,-1243.796,-19937.465,9293.236,-30167.082,1793.521,-32999.957,-15645.685,-134.39738,9301.504,-992.75323,-20777.03,7317.966,-6513.44,-3064.2322,-25476.19,2892.397,-5110.907,-962.68823,-3219.8184,-5207.115,2304.6262,-29307.223,-34492.684,-24643.389,-6953.892,-1604.576,-29390.652,-1590.2952,-29961.137,-36156.03,-32804.535,-33807.203,-36221.42,-33783.15,-29556.01,-29600.357,-32668.49,-32178.432,-30235.48,-33883.867
2106,8.424,314.424,-17393.213,-29575.553,-19191.852,-9169.683,-22321.62,-20360.629,-18365.064,6700.13,-13080.389,3517.749,-878.5062,-26438.27,-16506.295,-12064.191,-23607.65,-18128.303,553.3396,-6280.436,-7960.318,-1245.2993,-19940.47,9293.988,-30167.082,1792.7694,-32999.207,-15647.188,-133.64575,9301.504,-991.25,-20780.035,7320.972,-6514.1914,-3064.2322,-25478.445,2892.397,-5111.6587,-963.4399,-3222.825,-5207.115,2303.8745,-29310.229,-34494.188,-24643.389,-6952.3887,-1606.8309,-29389.902,-1591.7985,-29958.13,-36160.54,-32805.285,-33804.95,-36222.926,-33780.145,-29557.514,-29591.338,-32670.746,-32180.686,-30230.219,-33888.38
2107,8.428,314.428,-17390.207,-29571.795,-19187.342,-9165.173,-22320.115,-20355.367,-18360.555,6701.633,-13078.885,3518.5007,-873.2449,-26439.021,-16504.041,-12059.682,-23604.643,-18132.812,553.3396,-6278.9326,-7958.815,-1242.2928,-19938.967,9296.994,-30168.586,1796.5275,-32997.703,-15647.188,-132.89413,9302.256,-989.74677,-20776.277,7322.475,-6512.688,-3060.4739,-25476.941,2892.397,-5108.6523,-961.185,-3220.57,-5204.8604,2305.3777,-29306.47,-34496.44,-24643.389,-6952.3887,-1606.0793,-29387.646,-1590.2952,-29958.88,-36158.285,-32806.79,-33804.195,-36222.926,-33781.65,-29558.266,-29592.84,-32669.994,-32178.432,-30233.225,-33888.38
2108,8.432,314.432,-17395.469,-29571.795,-19188.846,-9165.173,-22322.371,-20356.871,-18365.064,6700.13,-13079.637,3516.2458,-875.49976,-26433.008,-16505.543,-12064.191,-23606.146,-18129.807,553.3396,-6279.684,-7961.07,-1243.0444,-19938.215,9294.739,-30166.33,1796.5275,-32996.2,-15645.685,-133.64575,9303.008,-990.4984,-20774.775,7319.4688,-6511.185,-3061.9773,-25472.432,2893.1487,-5107.901,-961.93665,-3219.067,-5204.109,2308.3843,-29309.479,-34488.176,-24641.885,-6953.1406,-1605.3278,-29386.895,-1588.0404,-29960.385,-36153.023,-32806.79,-33802.69,-36219.168,-33777.137,-29556.762,-29589.834,-32669.994,-32177.68,-30233.977,-33889.13
2109,8.436,314.436,-17390.959,-29566.533,-19181.33,-9162.918,-22319.363,-20354.615,-18362.809,6700.8813,-13078.885,3516.9973,-873.9965,-26433.008,-16504.041,-12061.937,-23600.133,-18126.799,553.3396,-6278.9326,-7958.815,-1240.038,-19936.713,9296.243,-30168.586,1796.5275,-32992.44,-15644.934,-132.1425,9303.759,-990.4984,-20773.271,7320.972,-6511.9365,-3061.2256,-25472.432,2893.9001,-5108.6523,-961.185,-3219.8184,-5204.109,2305.3777,-29307.975,-34497.195,-24642.637,-6953.892,-1606.0793,-29382.385,-1591.0469,-29962.64,-36158.285,-32809.043,-33804.95,-36222.926,-33777.89,-29557.514,-29590.586,-32671.496,-32178.432,-30236.982,-33892.137
2110,8.44,314.44,-17393.965,-29574.049,-19185.84,-9166.677,-22320.867,-20359.877,-18362.809,6697.875,-13081.14,3516.2458,-875.49976,-26432.256,-16505.543,-12060.433,-23606.898,-18126.799,551.83636,-6281.1875,-7958.815,-1243.796,-19933.705,9293.236,-30159.566,1793.521,-33001.46,-15646.437,-133.64575,9303.759,-992.75323,-20773.271,7317.966,-6511.185,-3064.9836,-25455.896,2893.1487,-5107.901,-963.4399,-3219.8184,-5206.364,2307.6326,-29310.98,-34497.195,-24642.637,-6955.395,-1604.576,-29386.143,-1589.5436,-29958.88,-36159.79,-32807.54,-33804.95,-36221.42,-33777.89,-29556.762,-29584.572,-32672.248,-32173.922,-30233.225,-33889.883
2111,8.444,314.444,-17390.207,-29577.057,-19186.59,-9166.677,-22318.613,-20356.12,-18362.059,6700.13,-13081.892,3518.5007,-877.003,-26434.512,-16506.295,-12056.675,-23608.4,-18120.787,552.58795,-6281.939,-7956.56,-1243.796,-19934.457,9293.988,-30160.316,1794.2727,-32987.93,-15647.188,-135.149,9305.263,-992.75323,-20774.023,7317.214,-6508.178,-3065.7354,-25478.445,2889.3904,-5106.3975,-964.9431,-3219.8184,-5209.37,2309.8875,-29313.988,-34488.926,-24644.14,-6957.65,-1604.576,-29387.646,-1586.5371,-29963.39,-36159.04,-32812.05,-33810.96,-36220.67,-33788.41,-29555.26,-29594.344,-32670.746,-32185.195,-30243.748,-33892.137
2112,8.448,314.448,-17394.717,-29577.809,-19190.35,-9168.932,-22319.363,-20355.367,-18362.809,6699.378,-13082.644,3518.5007,-878.5062,-26430.754,-16507.047,-12055.923,-23600.885,-18123.793,552.58795,-6282.691,-7955.808,-1243.796,-19933.705,9293.988,-30161.068,1795.0243,-32995.445,-15647.188,-135.90063,9305.263,-992.75323,-20774.775,7317.214,-6508.93,-3064.2322,-25476.19,2889.3904,-5107.149,-963.4399,-3219.8184,-5206.364,2306.8809,-29312.484,-34497.195,-24642.637,-6955.395,-1602.3212,-29387.646,-1586.5371,-29961.889,-36162.043,-32809.797,-33807.953,-36216.914,-33784.652,-29555.26,-29589.082,-32666.986,-32178.432,-30236.982,-33886.12
2113,8.452,314.452,-17390.207,-29572.547,-19180.578,-9164.422,-22313.352,-20353.113,-18356.045,6700.13,-13081.892,3520.004,-877.75464,-26423.988,-16505.543,-12053.668,-23600.133,-18121.537,553.3396,-6281.939,-7955.808,-1243.796,-19931.451,9293.236,-30161.82,1795.0243,-32993.19,-15647.939,-135.90063,9305.263,-994.25653,-20771.768,7318.7173,-6508.93,-3064.9836,-25479.195,2889.3904,-5105.646,-964.9431,-3216.0603,-5206.364,2309.8875,-29311.732,-34491.18,-24642.637,-6954.6436,-1600.0664,-29384.64,-1585.0338,-29959.633,-36155.277,-32812.05,-33808.707,-36215.41,-33780.895,-29553.004,-29592.088,-32660.975,-32179.182,-30239.99,-33886.875
2114,8.456,314.456,-17396.219,-29571.043,-19182.832,-9168.18,-22319.363,-20353.865,-18361.307,6697.123,-13084.146,3516.2458,-878.5062,-26426.996,-16507.047,-12057.427,-23601.637,-18124.545,550.33307,-6284.946,-7958.815,-1246.0509,-19933.705,9292.484,-30161.82,1792.7694,-32992.44,-15647.939,-136.65227,9303.008,-995.0081,-20772.52,7317.966,-6506.6753,-3063.4805,-25472.432,2888.639,-5107.149,-966.4464,-3216.812,-5206.364,2309.8875,-29308.727,-34493.438,-24643.389,-6954.6436,-1600.818,-29378.627,-1584.2822,-29959.633,-36153.777,-32812.05,-33807.203,-36214.656,-33778.64,-29552.252,-29589.082,-32659.47,-32180.686,-30236.23,-33887.625
2115,8.46,314.46,-17394.717,-29579.31,-19185.84,-9168.932,-22320.115,-20357.623,-18369.574,6696.3716,-13085.649,3516.2458,-878.5062,-26430.002,-16507.799,-12052.165,-23606.146,-18129.055,549.5815,-6285.6973,-7958.815,-1246.8025,-19933.705,9291.733,-30164.826,1792.0178,-32996.95,-15648.691,-136.65227,9303.759,-994.25653,-20774.023,7317.966,-6508.178,-3061.9773,-25474.686,2889.3904,-5105.646,-965.69476,-3216.0603,-5206.364,2312.1423,-29309.479,-34494.188,-24642.637,-6953.892,-1600.0664,-29380.883,-1582.7789,-29955.875,-36156.03,-32811.3,-33806.45,-36210.9,-33776.387,-29548.494,-29586.828,-32656.465,-32176.928,-30234.729,-33883.117
2116,8.464,314.464,-17390.959,-29580.814,-19187.342,-9168.18,-22317.11,-20354.615,-18358.3,6697.875,-13084.146,3517.749,-877.003,-26435.264,-16506.295,-12062.6875,-23603.89,-18121.537,551.83636,-6284.194,-7958.815,-1244.5477,-19936.713,9293.988,-30164.826,1795.0243,-32990.188,-15648.691,-136.65227,9305.263,-993.5049,-20774.775,7320.2207,-6508.178,-3061.2256,-25474.686,2887.1355,-5104.894,-964.9431,-3216.812,-5206.364,2312.894,-29310.98,-34492.684,-24642.637,-6954.6436,-1600.818,-29383.137,-1584.2822,-29957.379,-36155.277,-32812.8,-33804.95,-36213.156,-33780.895,-29549.998,-29589.082,-32657.967,-32177.68,-30238.486,-33886.12
2117,8.468,314.468,-17392.46,-29577.809,-19185.088,-9169.683,-22319.363,-20354.615,-18361.307,6698.6265,-13084.898,3515.4941,-878.5062,-26438.27,-16510.053,-12061.937,-23605.395,-18123.793,550.33307,-6286.4487,-7958.815,-1245.2993,-19936.713,9293.236,-30164.826,1794.2727,-32995.445,-15650.946,-136.65227,9305.263,-994.25653,-20776.277,7319.4688,-6508.93,-3060.4739,-25476.941,2888.639,-5105.646,-963.4399,-3216.812,-5204.109,2312.1423,-29308.727,-34494.188,-24640.383,-6952.3887,-1599.3147,-29381.633,-1582.0273,-29954.371,-36153.777,-32808.293,-33799.688,-36211.652,-33775.633,-29546.992,-29582.318,-32656.465,-32172.418,-30231.723,-33880.863
2118,8.472,314.472,-17390.207,-29567.285,-19181.33,-9166.677,-22315.605,-20352.361,-18359.05,6699.378,-13083.395,3516.9973,-875.49976,-26428.498,-16507.799,-12058.178,-23603.14,-18123.041,551.83636,-6284.946,-7958.063,-1243.796,-19931.451,9293.236,-30163.324,1795.7759,-32991.688,-15648.691,-134.39738,9303.759,-993.5049,-20771.768,7320.972,-6508.178,-3061.2256,-25476.941,2890.142,-5104.894,-962.68823,-3217.5635,-5200.3506,2311.3906,-29305.719,-34494.188,-24640.383,-6950.8857,-1598.5631,-29374.117,-1582.7789,-29952.117,-36154.527,-32809.797,-33798.934,-36210.9,-33768.117,-29547.742,-29578.559,-32655.713,-32170.914,-30228.715,-33881.613
